BUILDING_NUMBER,CLUSTER_NUM,LOG_BUILDING_VOLUME,LOG_BUILDING_HEIGHT,LOG_EXT_GROSS_AREA,LOG_GJ,LOG_GHG,ACCESS_LEVEL_CODE,ACCESS_LEVEL_NAME,ASSIGNABLE_AREA,BILLING_FY,BLDG_SRV,BLDG_SRV_PER,BUILDING_GROUP_LEVEL1,BUILDING_HEIGHT,BUILDING_NAME_LONG,BUILDING_TYPE,BUILDING_USE,BUILDING_VOLUME,CAMPUS_SECTOR,CIRCULAT,CIRCULAT_PER,CLASSRMS,CLASSRMS_PER,COST_CENTER_CODE,COST_COLLECTOR_ID,COST_COLLECTOR_KEY,COST_COLLECTOR_NAME,COST_ELEMENT_CATEGORY,CURRENT_BUILDING,DATE_ACQUIRED,DATE_BUILT,DATE_OCCUPIED,DLC_KEY,DLC_NAME,END_DATE,EXT_GROSS_AREA,GENERAL,GENERAL_PER,GHG,GJ,GL_ACCOUNT_ID,GL_ACCOUNT_KEY,GL_ACCOUNT_NAME,GL_ACCOUNT_TYPE_DESCRIPTION,HEALTH,HEALTH_PER,LABS,LABS_PER,LATITUDE_WGS,LEVEL1_CATEGORY,LEVEL2_CATEGORY,LEVEL3_CATEGORY,LONGITUDE_WGS,MECHANIC,MECHANIC_PER,METER_STATUS,MMBTU,NON_ASSIGNABLE_AREA,NUMBER_OF_BTU,NUMBER_OF_UNITS,NUM_OF_ROOMS,OCCUPANCY_CLASS,OFFICES,OFFICES_PER,ON_OFF_CAMPUS_STATUS,ORGANIZATION_ID,ORGANIZATION_NAME,OWNERSHIP_TYPE,PI_CONNECTION,PROFIT_CENTER_ID,PROFIT_CENTER_KEY,PROFIT_CENTER_NAME,RESIDENT,RESIDENT_PER,SCHOOL_AREA,SCHOOL_NAME,SITE,SPECIAL,SPECIAL_PER,START_DATE,START_DATE_USE,START_DATE_USE_YEAR,STRUCT_AREA,STUDY,STUDY_PER,SUPPORT,SUPPORT_PER,UNCLASS,UNCLASS_PER,UNIT_OF_MEASURE,USEABLE_AREA,USE_FY,YEAR_CONST_BEGAN,YEAR_OCCUPIED,kBTU
26,Office & Mixed Use,5.473434264829601,1.3799896950266275,4.0934445698029736,4.474934342547792,3.2596902188751273,2.0,2.0,80155.08,2023.0,2919.16,2.37311906681618,Non-CUP,23.98776,Karl Taylor Compton Laboratories,ACADEMIC,AER,297463.8980998901,MAIN GROUP,24971.12,20.3001688813751,17120.44,13.9179909961367,1812600.0,1812600,C1812600-001,26; Karl Taylor Compton Laboratories,Internal activity allocation,Yes,,06/01/1955,02/01/1957,D_FACILITIES,Department of Facilities,2023-04-30,12400.653420739998,0.0,0.0,1818.403333534,29849.313173040522,600750,600750-001,Steam-not MTDC,Secondary Cost Elements,0.0,0.0,27214.73,22.1241023654936,42.36085795,Building Usage,Produced,Steam,-71.09115294,14964.06,12.1649707802866,Fully Metered,28291.578842,42854.34,1786400000.0,1624.0,400.0,UGBA3,35440.33,28.811069916434,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-04-01,2023-03-01,2023,10470.16,0.0,0.0,379.58,0.308577993457737,0.0,0.0,MLB,123009.42,2023.0,1955.0,1957.0,28291578.842
3,Office & Mixed Use,5.590011017624418,1.4159810773957355,4.1740299402286825,4.582300898657926,3.2437498247561027,2.0,2.0,104711.35,2023.0,2517.73,1.73250418360678,Non-CUP,26.0604,Richard Cockburn MacLaurin Buildings (3),ACADEMIC,AER,389055.01481266104,MAIN GROUP,28605.21,19.6838604607923,5999.82,4.12860523204937,1810300.0,1810300,C1810300-001,3; Richard Cockburn Maclaurin Buildings,Internal activity allocation,Yes,,07/01/1913,12/31/1916,D_FACILITIES,Department of Facilities,2023-01-31,14928.9732626,0.0,0.0,1752.870470294,38220.89906225986,600752,600752-001,Electricity-not MTDC,Secondary Cost Elements,0.0,0.0,47038.84,32.3684378753918,42.35900694,Building Usage,Produced,Electricity,-71.09239741,9488.88,6.52950248745606,Chilled Water Only,36226.280081,40611.82,506513091.0,148407.0,547.0,UGBA3,48919.62,33.662643059603,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-01-01,2022-12-01,2023,15371.03,682.9,0.46991818303991,1305.13,0.898088033725111,765.04,0.526440484335705,KWH,145323.17,2023.0,1913.0,1916.0,36226280.081
31,Lab & Mixed Use,4.998674361249207,1.1486569382236884,3.850017423025518,4.258801876942773,3.0167855521773586,2.0,2.0,53691.61,2023.0,1099.15,1.58054472604371,Non-CUP,14.081760000000001,Sloan Laboratories For Aircraft & Automotive Engineering,ACADEMIC,AER,99695.22577981689,MAIN GROUP,5213.04,7.49619513137869,0.0,0.0,1813100.0,1813100,C1813100-001,31; Sloan Laboratories,Internal activity allocation,Yes,,12/31/1928,12/31/1928,D_FACILITIES,Department of Facilities,2023-05-31,7079.741863220001,351.59,0.505575872473918,1039.4067962732586,18146.876221340557,600750,600750-001,Steam-not MTDC,Secondary Cost Elements,0.0,0.0,35121.46,50.5036058535732,42.36037362,Building Usage,Produced,Steam,-71.09306201,9538.68,13.7163356843184,Fully Metered,17199.8523509,15850.87,314600000.0,286.0,346.0,UGB,17743.11,25.5140598954768,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-05-01,2023-04-01,2023,6663.26000000001,0.0,0.0,211.87,0.304662704004804,263.58,0.379020132730383,MLB,69542.48,2023.0,1928.0,1928.0,17199852.3509
32,Office & Mixed Use,6.267231251450969,1.630142998345801,4.637088253105168,4.809803334067389,3.6090476033140586,2.0,2.0,286138.49,2023.0,7374.45,1.80382062291807,Non-CUP,42.672000000000004,Ray and Maria Stata Center,ACADEMIC,AER,1850253.5726099245,MAIN GROUP,73767.2,18.0437587419973,20289.12,4.96280171088819,1813200.0,1813200,C1813200-001,32; Ray And Maria Stata Center,Internal activity allocation,Yes,,03/19/2004,03/19/2004,D_FACILITIES,Department of Facilities,2023-01-31,43359.89812078,35778.65,8.75160408303908,4064.8788213714,64536.19171349617,600751,600751-001,Chilled Water-not MTDC,Secondary Cost Elements,0.0,0.0,34847.62,8.52387033820992,42.36159672,Building Usage,Produced,Chilled Water,-71.09056854,41543.77,10.1617760076704,Fully Metered,61168.266936,122685.42,681708000.0,56809.0,1319.0,(NULL),155345.87,37.9982349858158,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-01-01,2022-12-01,2023,57898.3500000001,3720.96,0.910162030395923,36156.27,8.8439714790654,0.0,0.0,THR,408823.91,2023.0,2004.0,2004.0,61168266.936
33,Office & Mixed Use,4.877380912924324,1.2360634104870014,3.6413175024373228,3.9107625371353985,2.6919303471125993,2.0,2.0,32201.62,2023.0,692.91,1.58620531779734,Non-CUP,17.2212,Daniel Guggenheim Aeronautical Laboratory,ACADEMIC,AER,75401.6610016672,MAIN GROUP,8859.49,20.2810901141163,2845.47,6.51383245390136,1813300.0,1813300,C1813300-001,33; Daniel Guggenheim Aeronautical Lab,Internal activity allocation,Yes,,04/01/1927,07/01/1928,D_FACILITIES,Department of Facilities,2023-01-31,4378.420841849999,620.0,1.41930019343688,491.96062787200003,8142.589430359681,600752,600752-001,Electricity-not MTDC,Secondary Cost Elements,0.0,0.0,9227.7,21.1239941854476,42.36017838,Building Usage,Produced,Electricity,-71.09374587,1929.48,4.41695376972999,Chilled Water Only,7717.655328,11481.88,170510067.0,49959.0,158.0,UGBA3,19508.45,44.6586239655705,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-01-01,2022-12-01,2023,3445.45,0.0,0.0,0.0,0.0,0.0,0.0,KWH,43683.5,2023.0,1927.0,1928.0,7717655.328
34,Office & Mixed Use,4.776296707702469,1.394105508261631,3.3821911994408387,3.3615560015264703,2.0173957675137975,2.0,2.0,14472.14,2024.0,0.0,0.0,Non-CUP,24.78024,EG&G Education Center,ACADEMIC,AER,59744.33173132087,MAIN GROUP,6745.54,27.3426232711077,6854.96,27.7861503776588,1813400.0,1813400,C1813400-001,34; Eg&G Education Center,Internal activity allocation,Yes,,12/31/1982,12/31/1983,D_FACILITIES,Department of Facilities,2023-10-31,2410.9666303199997,0.0,0.0,104.086826492,2299.0901538715802,600752,600752-001,Electricity-not MTDC,Secondary Cost Elements,0.0,0.0,3972.19,16.1010230064993,42.36113825,Building Usage,Produced,Electricity,-71.09195128,3452.74,13.9954650143775,Chilled Water Only,2179.108443,10198.28,44273436.0,12972.0,62.0,UGA3,3644.99,14.7747383303568,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-10-01,2023-09-01,2023,1281.02,0.0,0.0,0.0,0.0,0.0,0.0,KWH,24670.42,2024.0,1982.0,1983.0,2179108.443
35,Office & Mixed Use,5.189347835813739,1.3887305079462438,3.8006173278674944,4.238111690686637,2.991153158145169,2.0,2.0,41673.25,2023.0,1628.58,2.69026206011585,Non-CUP,24.47544,Sloan Laboratory,ACADEMIC,AER,154649.2562887646,MAIN GROUP,13112.98,21.6614182840622,2889.95,4.7739274955064,1813500.0,1813500,C1813500-001,35; Sloan Laboratory,Internal activity allocation,Yes,,08/01/1950,06/01/1952,D_FACILITIES,Department of Facilities,2023-01-31,6318.5485649600005,57.58,0.0951167823634522,979.835472932,17302.61285943368,600752,600752-001,Electricity-not MTDC,Secondary Cost Elements,0.0,0.0,17723.55,29.2776493236847,42.36038118,Building Usage,Produced,Electricity,-71.09402814,4121.3,6.80800269459006,Chilled Water & Steam,16399.648228,18862.86,334815300.0,98100.0,242.0,UGBA3,21002.17,34.6936233596774,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-01-01,2022-12-01,2023,7476.21000000001,0.0,0.0,0.0,0.0,0.0,0.0,KWH,60536.11,2023.0,1950.0,1952.0,16399648.228
36,Office & Mixed Use,5.682842441873079,1.5536830595791586,4.1291593822939205,4.7643180139705965,3.456196057162533,2.0,2.0,72402.85,2023.0,5039.96,3.90838396113671,Non-CUP,35.78352,Fairchild Buildings (36),ACADEMIC,AER,481772.98301691306,MAIN GROUP,29287.29,22.7116831286676,4459.09,3.45793137986513,1813600.0,1813600,C1813600-001,36; Fairchild Buildings (36),Internal activity allocation,Yes,,04/12/1971,10/01/1973,D_FACILITIES,Department of Facilities,2023-02-28,13463.543637320001,781.9,0.60634715736093,2858.880860418794,58118.984046141224,600750,600750-001,Steam-not MTDC,Secondary Cost Elements,0.0,0.0,27369.64,21.2245855122036,42.36143722,Building Usage,Produced,Steam,-71.09166758,22222.43,17.233031410861,Chilled Water & Steam,55085.9515536,56549.68,467500000.0,425.0,624.0,UGB,39658.34,30.7542162995949,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-02-01,2023-01-01,2023,15967.91,0.0,0.0,133.88,0.103821150310118,0.0,0.0,MLB,128952.53,2023.0,1971.0,1973.0,55085951.5536
37,Office & Mixed Use,5.41673502456451,1.436807405711655,3.9799276188528543,4.491148923672608,3.2437843743176504,2.0,2.0,55535.5,2024.0,1742.77,1.98436234524514,Non-CUP,27.340560000000004,Ronald E McNair Building,ACADEMIC,AER,261056.80864407442,MAIN GROUP,15454.0,17.5963183227955,1535.26,1.74808616981073,1813700.0,1813700,C1813700-001,37; Ronald E Mcnair Building,Internal activity allocation,Yes,,02/01/1966,12/31/1969,D_FACILITIES,Department of Facilities,2023-08-31,9548.33436638,0.0,0.0,1753.0099224807,30984.816156271743,600750,600750-001,Steam-not MTDC,Secondary Cost Elements,0.0,0.0,21804.42,24.8270684071392,42.36068424,Building Usage,Produced,Steam,-71.09324745,15092.92,17.1851834308585,Chilled Water & Steam,29367.823779,32289.69,916300000.0,833.0,415.0,UGB,31853.7,36.2694347715046,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-08-01,2023-07-01,2023,14952.27,235.83,0.26852204931182,106.29,0.121024503334408,0.0,0.0,MLB,87825.19,2024.0,1966.0,1969.0,29367823.779
38,Lab & Mixed Use,5.337274267227078,1.4449611584013944,3.8923131088256837,4.532238275721977,3.278791558575549,2.0,2.0,56496.48,2023.0,57.45,0.0758043674663225,Non-CUP,27.85872,Fairchild Buildings (38),ACADEMIC,AER,217407.3724347847,MAIN GROUP,7230.34,9.54031941281897,1162.9,1.53442817974911,1813800.0,1813800,C1813800-001,38; Fairchild Buildings (38),Internal activity allocation,Yes,,04/12/1971,10/01/1973,D_FACILITIES,Department of Facilities,2023-01-31,7803.925393369999,556.9,0.734820752689208,1900.166068504,34059.50059406739,600751,600751-001,Chilled Water-not MTDC,Secondary Cost Elements,0.0,0.0,38270.15,50.4968583740867,42.36107393,Building Usage,Produced,Chilled Water,-71.0923498,12002.92,15.8376633307027,Chilled Water & Steam,32282.050873,19290.71,494460000.0,41205.0,323.0,UGB,16506.53,21.780105582487,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-01-01,2022-12-01,2023,8213.59999999999,0.0,0.0,0.0,0.0,0.0,0.0,THR,75787.19,2023.0,1971.0,1973.0,32282050.873
39,Lab & Mixed Use,5.296017837388619,1.4435333396405612,3.852484497748058,4.6362230795123205,3.4151987961360804,2.0,2.0,39391.05,2024.0,674.07,0.961641479935237,Non-CUP,27.76728,Stanley Gordon Brown Building,ACADEMIC,AER,197705.0840084278,MAIN GROUP,13020.94,18.5759283334786,0.0,0.0,1813900.0,1813900,C1813900-001,39; Stanley Gordon Brown Building,Internal activity allocation,Yes,,08/01/1966,12/31/1968,D_FACILITIES,Department of Facilities,2023-10-31,7120.07384261,0.0,0.0,2601.3500457031114,43273.60529673121,600750,600750-001,Steam-not MTDC,Secondary Cost Elements,0.0,0.0,30654.45,43.7322394775034,42.36085666,Building Usage,Produced,Steam,-71.09273098,17009.71,24.2663858318412,Fully Metered,41015.3027285,30704.72,482900000.0,439.0,250.0,UGB,8736.6,12.4638048772415,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-10-01,2023-09-01,2023,6544.09999999999,0.0,0.0,0.0,0.0,0.0,0.0,MLB,70095.77,2024.0,1966.0,1968.0,41015302.7285
4,Office & Mixed Use,5.5667888812825375,1.3854732840636752,4.181315597218862,4.491954397657023,3.2192047272685262,2.0,2.0,96229.87,2024.0,3989.67,2.77812632955482,Non-CUP,24.29256,Richard Cockburn MacLaurin Buildings (4),ACADEMIC,AER,368798.27520815737,MAIN GROUP,30528.17,21.2576761662306,19215.12,13.3800617087517,1810400.0,1810400,C1810400-001,4; Richard Cockburn Maclaurin Buildings,Internal activity allocation,Yes,,07/01/1913,12/31/1916,D_FACILITIES,Department of Facilities,2023-12-31,15181.53192616,203.83,0.141932914189183,1656.5506806714,31042.336163180724,600752,600752-001,Electricity-not MTDC,Secondary Cost Elements,0.0,0.0,34142.03,23.7741147732646,42.35944306,Building Usage,Produced,Electricity,-71.09108651,12862.39,8.95646615384294,Chilled Water Only,29422.342012,47380.23,349733523.0,102471.0,499.0,UGBA3,40186.12,27.9827950819615,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-12-01,2023-11-01,2023,19802.62,355.49,0.247538299882808,639.03,0.444975666753244,1488.25,1.03631290556862,KWH,143610.1,2024.0,1913.0,1916.0,29422342.012
41,Lab & Mixed Use,4.656237755169424,1.270766384813124,3.3854713703563,3.49546259985898,2.244415559006582,2.0,2.0,20055.87,2024.0,761.53,3.11290679265506,Non-CUP,18.653760000000002,Building 41,ACADEMIC,AER,45314.55872469185,MAIN GROUP,2948.28,12.0516865240359,0.0,0.0,1814100.0,1814100,C1814100-001,41; Building 41,Internal activity allocation,Yes,,12/31/1915,12/31/1917,D_FACILITIES,Department of Facilities,2023-11-30,2429.24529557,0.0,0.0,175.55595230588202,3129.4109644527402,600751,600751-001,Chilled Water-not MTDC,Secondary Cost Elements,0.0,0.0,13104.32,53.5665393892893,42.36076007,Building Usage,Produced,Chilled Water,-71.0941603,697.95,2.85301077558809,No Individual Metering,2966.097629,4407.76,40428000.0,3369.0,107.0,UGB,6812.88,27.849015048053,On Campus,591026,Dof Buildings,OWNED,N,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-11-01,2023-10-01,2023,1684.56,0.0,0.0,138.67,0.56684147037868,0.0,0.0,THR,24463.63,2024.0,1915.0,1917.0,2966097.629
46,Lab & Mixed Use,6.20834643756148,1.618829332988023,4.589517104573457,5.293767836853993,4.04081083843784,2.0,2.0,220526.82,2024.0,6909.26,1.85488628839328,Non-CUP,41.574720000000006,Brain & Cognitive Sciences Complex,ACADEMIC,AER,1615646.8475867466,MAIN GROUP,83108.45,22.3116114250467,2214.84,0.594604392798211,1814600.0,1814600,C1814600-001,46; Brain & Cognitive Sciences Complex,Primary cost element,Yes,,04/25/2003,09/01/2005,D_FACILITIES,Department of Facilities,2023-10-31,38861.28030656,519.88,0.139568967387231,10985.272600299,196683.45872402433,421148,421148-001,Gas C - THERM - not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,125254.68,33.6263490575095,42.36232777,Building Usage,Purchased,Gas,-71.09164294,61945.15,16.6300311997906,Fully Metered,186419.216655,151962.86,0.0,5.0,1424.0,(NULL),71484.88,19.1911034958069,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,14991.43,4.02465646833491,2023-10-01,2023-09-01,2023,45809.84,0.0,0.0,6061.11,1.62718870493271,0.0,0.0,THM,372489.68,2024.0,2003.0,2005.0,186419216.655
48,Lab & Mixed Use,5.016041583212003,1.29019493665145,3.7258466465605524,4.319097635030159,3.065297561594137,2.0,2.0,38949.64,2024.0,887.29,1.75993068893147,Non-CUP,19.5072,Ralph M Parsons Laboratory For Water Resources & Hydrodynamics,ACADEMIC,AER,103762.77627621275,MAIN GROUP,7675.46,15.2241968304229,2195.3,4.35435521803611,1814800.0,1814800,C1814800-001,48; Ralph M Parsons Laboratory,Internal activity allocation,Yes,,12/31/1949,12/31/1951,D_FACILITIES,Department of Facilities,2023-10-31,5319.20400038,0.0,0.0,1162.244665688,20849.595563531704,600751,600751-001,Chilled Water-not MTDC,Secondary Cost Elements,0.0,0.0,22902.59,45.427054285538,42.36243249,Building Usage,Produced,Chilled Water,-71.09066524,2903.8,5.75965776073123,Steam Only,19761.525945,11466.55,786456000.0,65538.0,156.0,UGB,13054.04,25.892555546145,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-10-01,2023-09-01,2023,6839.27,0.0,0.0,797.71,1.58224967019523,0.0,0.0,THR,50416.19,2024.0,1949.0,1951.0,19761525.945
5,Office & Mixed Use,5.20963992392559,1.3334343764644623,3.876205547461128,4.110763560974718,2.7760526063915107,2.0,2.0,54393.99,2023.0,1178.12,1.64250767250395,Non-CUP,21.549360000000004,Pratt School Of Naval Architecture And Marine Engineering,ACADEMIC,AER,162046.60024740663,MAIN GROUP,12045.79,16.7939619872095,4264.01,5.94478418211519,1810500.0,1810500,C1810500-001,5; Pratt School Of Naval Architecture,Internal activity allocation,Yes,,12/01/1919,12/31/1920,D_FACILITIES,Department of Facilities,2023-06-30,7519.7871420500005,1811.86,2.52605333200608,597.107610262,12905.164980778622,600750,600750-001,Steam-not MTDC,Secondary Cost Elements,0.0,0.0,14864.74,20.7240769189695,42.35870876,Building Usage,Produced,Steam,-71.09292347,4109.01,5.72868676484182,Chilled Water Only,12231.688227,17332.92,367400000.0,334.0,277.0,UGBA3,33453.38,46.639929142354,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-06-01,2023-05-01,2023,9215.44,0.0,0.0,0.0,0.0,0.0,0.0,MLB,71726.91,2023.0,1919.0,1920.0,12231688.227
50,Office & Mixed Use,5.2274452233912765,1.3898108430354315,3.8376343803558446,3.958170139830683,2.7475890786040433,2.0,2.0,46887.53,2024.0,1737.71,2.56880459990326,Non-CUP,24.5364,Walker Memorial,SERVICE,STAC,168828.29066440606,MAIN GROUP,13777.62,20.3670426202987,0.0,0.0,1342002.0,1815000,C1815000-001,50; Walker Memorial,Internal activity allocation,Yes,,01/01/1916,09/01/1917,D_FACILITIES,Department of Facilities,2023-10-31,6880.72784371,28086.73,41.519770974582,559.228219704,9081.76248928298,600750,600750-001,Steam-not MTDC,Secondary Cost Elements,0.0,0.0,0.0,0.0,42.35936241,Building Usage,Produced,Steam,-71.0883196,5243.78,7.75172277588362,Chilled Water & Electric,8607.816133,20759.11,1100000.0,1.0,200.0,UGA3,10890.83,16.0995875035331,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,2941.06,4.34768083085871,2023-10-01,2023-09-01,2023,6416.93000000001,0.0,0.0,4968.91,7.34539069494065,0.0,0.0,MLB,67646.64,2024.0,1916.0,1917.0,8607816.133
51,Special,3.550490194511218,0.8123945661063007,2.7380956284049174,2.591160459342529,1.4481149170330483,2.0,2.0,4450.4,2023.0,32.08,0.598497413289702,Non-CUP,6.492240000000001,Walter C Wood Sailing Pavilion,SERVICE,STAC,3552.140983777078,MAIN GROUP,532.86,9.94125098645732,0.0,0.0,1815100.0,1815100,C1815100-001,51; Walter C Wood Sailing Pavilion,Internal activity allocation,Yes,,12/31/1936,12/31/1937,D_FACILITIES,Department of Facilities,2023-05-31,547.13642499,0.0,0.0,28.06176071440437,390.08608566402,600752,600752-001,Electricity-not MTDC,Secondary Cost Elements,0.0,0.0,0.0,0.0,42.35851706,Building Usage,Produced,Electricity,-71.08773035,344.75,6.43179498851698,No Individual Metering,369.728817,909.69,3245763.0,951.0,24.0,UGA3,214.12,3.99470904406456,On Campus,591026,Dof Buildings,OWNED,N,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,4236.28,79.0337475676714,2023-05-01,2023-04-01,2023,529.24,0.0,0.0,0.0,0.0,0.0,0.0,KWH,5360.09,2023.0,1936.0,1937.0,369728.817
54,Office & Mixed Use,6.001814469263578,1.9233476564978256,4.078466812765752,4.40920441583247,3.2236989274594627,2.0,2.0,68090.85,2023.0,1459.51,1.29508509036739,Non-CUP,83.82000000000001,Cecil And Ida Green Building,ACADEMIC,AER,1004186.7097615782,MAIN GROUP,27084.02,24.0327990141981,6859.68,6.08688483990613,1815400.0,1815400,C1815400-001,54; Cecil And Ida Green Building,Internal activity allocation,Yes,,01/01/1962,07/01/1964,D_FACILITIES,Department of Facilities,2023-04-30,11980.27570701,0.0,0.0,1673.782132398,25656.913844161183,600751,600751-001,Chilled Water-not MTDC,Secondary Cost Elements,0.0,0.0,17903.16,15.886232767478,42.36032385,Building Usage,Produced,Chilled Water,-71.08932613,16061.69,14.2522183781564,Fully Metered,24317.966603,44605.22,179580000.0,14965.0,657.0,UGBA3,43262.03,38.3882330590588,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,0.0,0.0,2023-04-01,2023-03-01,2023,16258.6,0.0,0.0,65.98,0.0585468508351711,0.0,0.0,THR,112696.07,2023.0,1962.0,1964.0,24317966.603
56,Lab & Mixed Use,5.685043364136273,1.5588314033127375,4.126211960823536,4.834943881987878,3.5710418498568814,2.0,2.0,78459.3,2024.0,641.74,0.497527827686392,Non-CUP,36.21024,Uncas A Whitaker Building,ACADEMIC,AER,484220.7144216591,MAIN GROUP,23325.22,18.083563494417,6874.0,5.32927086906887,1815600.0,1815600,C1815600-001,56; Uncas A Whitaker Building,Internal activity allocation,Yes,,09/01/1963,04/01/1965,D_FACILITIES,Department of Facilities,2023-08-31,13372.480116719998,607.19,0.470741923041887,3724.2759271219,68382.32803226737,600751,600751-001,Chilled Water-not MTDC,Secondary Cost Elements,0.0,0.0,45695.54,35.4268126517852,42.36069953,Building Usage,Produced,Chilled Water,-71.0898625,26559.49,20.5910265281242,Steam Only,64813.686455999996,50526.45,4418244000.0,368187.0,465.0,UGB,20921.36,16.2199002603001,On Campus,591026,Dof Buildings,OWNED,Y,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,1345.39,1.04305320548975,2023-08-01,2023-07-01,2023,14954.49,0.0,0.0,3015.82,2.3381032400866,0.0,0.0,THR,128985.75,2024.0,1963.0,1965.0,64813686.456
57,Special,4.6582969145136115,1.0978567845436322,3.5604401299699795,3.5165364544911624,2.39375146139102,2.0,2.0,22855.94,2023.0,204.55,0.612908686943142,Non-CUP,12.527280000000001,MIT Alumni Pool,SERVICE,STAC,45529.9228617904,MAIN GROUP,2768.69,8.2960359445251,0.0,0.0,1815700.0,1815700,C1815700-001,57; Mit Alumni Pool,Primary cost element,Yes,,07/01/1939,05/01/1940,D_FACILITIES,Department of Facilities,2023-06-30,3634.4619791200003,169.87,0.508994371307903,247.6004680935,3285.0081736248803,421148,421148-001,Gas C - THERM - not MTDC,Expenses - Primary Cost Elemen,0.0,0.0,0.0,0.0,42.36114229,Building Usage,Purchased,Gas,-71.09014001,7544.47,22.6060679608014,No Individual Metering,3113.574748,10517.71,0.0,136.0,54.0,UGA3,404.83,1.2130228488643,On Campus,591026,Dof Buildings,OWNED,N,P591026,P591026-001,Dof Buildings,0.0,0.0,Facilities Area,PHYSICAL PLANT - NORMAL EXPENSES,MIT,22151.28,66.3735611777555,2023-06-01,2023-05-01,2023,5747.39,0.0,0.0,0.0,0.0,129.96,0.389409009802644,THM,33373.65,2023.0,1939.0,1940.0,3113574.7479999997
